City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Las Vegas,US,2022-11-23 22:47:18,36.175,-115.1372,72.28,13,0,20.71
275,Yumen,CN,2022-11-23 22:49:25,40.2833,97.2,34.59,34,46,18.28
276,Nuuk,GL,2022-11-23 22:49:25,64.1835,-51.7216,25.41,86,40,13.8
277,Macusani,PE,2022-11-23 22:49:26,-14.0833,-70.4333,38.89,81,89,6.44
278,Cap Malheureux,MU,2022-11-23 22:49:26,-19.9842,57.6142,76.46,72,0,5.01
279,Havre-Saint-Pierre,CA,2022-11-23 22:50:26,50.2334,-63.5986,21.2,62,0,14.97
280,Jiayuguan,CN,2022-11-23 22:50:27,39.8167,98.3,30.67,39,66,1.66
281,Ornskoldsvik,SE,2022-11-23 22:50:27,63.2909,18.7153,22.15,100,100,5.75
282,Eureka,US,2022-11-23 22:47:40,40.8021,-124.1637,60.21,81,41,4.0
283,Gat,IL,2022-11-23 22:48:03,31.61,34.7642,69.4,100,0,3.65
284,Nioro,GM,2022-11-23 22:50:28,13.35,-15.75,75.81,20,93,7.07
285,Huescar,ES,2022-11-23 22:50:28,37.811,-2.5412,53.26,89,59,4.94
286,Lebedinyy,RU,2022-11-23 22:50:29,58.5167,125.5167,-4.04,99,100,2.68
287,Campbellsville,US,2022-11-23 22:50:29,37.3434,-85.3419,55.51,30,53,3.49
288,Tingo Maria,PE,2022-11-23 22:50:29,-9.2895,-76.0088,71.53,96,58,0.83
289,Deputatskiy,RU,2022-11-23 22:50:30,69.3,139.9,-31.04,99,97,2.68
290,Puerto Escondido,MX,2022-11-23 22:50:30,15.85,-97.0667,82.71,71,47,3.71
291,Nishihara,JP,2022-11-23 22:50:31,26.1842,127.7558,72.68,90,75,11.5
292,Indaparapeo,MX,2022-11-23 22:50:31,19.7833,-100.9667,69.24,59,31,6.6
293,Caravelas,BR,2022-11-23 22:50:32,-17.7125,-39.2481,74.35,88,100,5.61
294,Kameshkovo,RU,2022-11-23 22:50:32,56.3481,41.0047,24.17,95,100,7.67
295,Palasa,IN,2022-11-23 22:50:33,18.7667,84.4167,71.38,88,39,2.73
296,Igrim,RU,2022-11-23 22:50:33,63.1906,64.4162,-5.06,98,15,2.73
297,Sur,OM,2022-11-23 22:50:34,22.5667,59.5289,76.66,53,99,3.24
298,Alofi,NU,2022-11-23 22:50:34,-19.0595,-169.9187,84.09,65,75,12.66
299,Kirakira,SB,2022-11-23 22:50:34,-10.4544,161.9205,84.78,72,71,7.72
300,Berlevag,NO,2022-11-23 22:50:35,70.8578,29.0864,23.0,68,0,4.61
301,Bulgan,MN,2022-11-23 22:50:35,48.8125,103.5347,14.76,84,86,4.88
302,Den Helder,NL,2022-11-23 22:50:35,52.9599,4.7593,47.01,93,75,10.36
303,Takoradi,GH,2022-11-23 22:50:36,4.8845,-1.7554,79.23,81,6,6.29
304,Omboue,GA,2022-11-23 22:50:36,-1.5746,9.2618,76.98,89,16,5.66
305,Wagar,SD,2022-11-23 22:50:37,16.1525,36.2032,80.56,28,0,8.5
306,Turukhansk,RU,2022-11-23 22:50:37,65.8167,87.9833,-33.16,91,71,5.48
307,Hithadhoo,MV,2022-11-23 22:50:37,-0.6,73.0833,80.78,78,99,12.53
308,El Penon,CO,2022-11-23 22:50:38,8.9892,-73.9486,75.63,94,38,2.06
309,Olafsvik,IS,2022-11-23 22:50:38,64.8945,-23.7142,39.11,80,80,39.48
310,Oakdale,US,2022-11-23 22:50:39,44.963,-92.9649,45.82,54,0,3.44
311,Ancud,CL,2022-11-23 22:50:39,-41.8697,-73.8203,54.0,90,100,8.86
312,Mende,FR,2022-11-23 22:50:39,44.6667,3.5,34.59,86,85,9.24
313,Mwinilunga,ZM,2022-11-23 22:50:40,-11.7358,24.4293,60.49,97,93,1.86
314,Jalu,LY,2022-11-23 22:50:40,29.0331,21.5482,59.02,56,0,8.46
315,Maldonado,UY,2022-11-23 22:50:41,-34.6667,-54.9167,76.39,57,4,7.34
316,Richards Bay,ZA,2022-11-23 22:50:41,-28.783,32.0377,72.41,80,0,15.84
317,Fairbanks,US,2022-11-23 22:50:41,64.8378,-147.7164,12.92,88,100,5.75
318,Lompoc,US,2022-11-23 22:50:42,34.6391,-120.4579,77.77,54,0,19.57
319,Zabaykalsk,RU,2022-11-23 22:50:42,49.6333,117.3167,3.52,93,98,6.58
320,Vila,PT,2022-11-23 22:50:42,42.0304,-8.1588,45.48,91,97,5.26
321,Council Bluffs,US,2022-11-23 22:50:43,41.2619,-95.8608,56.41,63,40,13.8
322,Port Macquarie,AU,2022-11-23 22:47:35,-31.4333,152.9167,75.88,49,11,5.86
323,Ilulissat,GL,2022-11-23 22:51:43,69.2167,-51.1,4.35,87,51,4.12
324,Aguimes,ES,2022-11-23 22:51:44,27.9054,-15.4461,68.63,73,75,12.66
325,Hun,LY,2022-11-23 22:51:44,29.1268,15.9477,59.59,35,0,7.2
326,Quebradanegra,CO,2022-11-23 22:51:44,5.1174,-74.4794,63.19,97,43,2.19
327,Batsfjord,NO,2022-11-23 22:51:45,70.6345,29.7185,22.93,79,20,25.32
328,Exu,BR,2022-11-23 22:51:45,-7.5119,-39.7242,80.91,52,50,2.71
329,Okha,RU,2022-11-23 22:51:46,53.5739,142.9478,18.57,85,54,19.26
330,Metro,ID,2022-11-23 22:51:46,-5.1131,105.3067,74.55,91,98,3.74
331,Wageningen,NL,2022-11-23 22:51:47,51.9667,5.6667,46.94,94,57,10.36
332,Alice Springs,AU,2022-11-23 22:51:47,-23.7,133.8833,58.55,100,100,13.8
333,Inhambane,MZ,2022-11-23 22:51:47,-23.865,35.3833,72.75,71,2,9.24
334,Lincoln,US,2022-11-23 22:47:42,40.8,-96.667,55.15,64,92,8.46
335,Derzhavinsk,KZ,2022-11-23 22:51:48,51.1,66.3167,20.23,90,100,13.0
336,Cascais,PT,2022-11-23 22:49:09,38.6979,-9.4215,64.51,91,40,5.01
337,Filimonovo,RU,2022-11-23 22:51:48,56.2011,95.4611,-0.92,81,100,17.78
338,Yining,CN,2022-11-23 22:51:49,29.0361,114.5636,57.36,89,99,2.1
339,Tuatapere,NZ,2022-11-23 22:51:49,-46.1333,167.6833,55.49,52,98,12.71
340,Song Phi Nong,TH,2022-11-23 22:51:50,14.2241,100.0209,74.57,93,95,4.36
341,Carauari,BR,2022-11-23 22:51:50,-4.8828,-66.8958,70.83,99,100,2.01
342,Merauke,ID,2022-11-23 22:51:50,-8.4667,140.3333,77.02,92,99,12.57
343,Zabol,AF,2022-11-23 22:51:51,32.25,67.25,42.21,37,10,2.04
344,Kaa-Khem,RU,2022-11-23 22:51:51,51.6833,94.7333,-3.6,78,50,5.14
345,Santiago,CL,2022-11-23 22:49:37,-33.4569,-70.6483,84.54,33,0,19.57
346,Wanxian,CN,2022-11-23 22:51:52,30.8039,108.3897,58.73,94,72,1.16
347,Noumea,NC,2022-11-23 22:51:52,-22.2763,166.4572,82.38,81,34,14.7
348,Guilin,CN,2022-11-23 22:51:52,25.2819,110.2864,60.91,90,99,4.59
349,Pontes E Lacerda,BR,2022-11-23 22:51:53,-15.2261,-59.3353,77.97,69,87,4.25
350,Nandi,IN,2022-11-23 22:51:53,13.3855,77.6984,67.6,98,100,4.43
351,Avera,US,2022-11-23 22:51:54,33.194,-82.5271,63.55,58,10,6.17
352,Manga,BF,2022-11-23 22:51:54,11.6636,-1.0731,75.31,17,47,8.34
353,Itarema,BR,2022-11-23 22:51:54,-2.9248,-39.9167,79.27,72,42,16.53
354,Izhma,RU,2022-11-23 22:51:55,65.0083,53.9113,-6.92,100,100,1.12
355,Hoquiam,US,2022-11-23 22:48:14,46.9809,-123.8893,52.29,90,0,8.05
356,Kolpashevo,RU,2022-11-23 22:51:55,58.3131,82.9089,-11.76,94,99,7.09
357,Zyryanka,RU,2022-11-23 22:51:56,65.75,150.85,-17.79,93,100,12.84
358,Nipawin,CA,2022-11-23 22:51:56,53.3668,-104.0009,35.64,75,0,4.61
359,Wonthaggi,AU,2022-11-23 22:51:54,-38.6044,145.5913,56.82,84,100,10.0
360,Waddan,LY,2022-11-23 22:51:57,29.1614,16.139,58.82,36,0,5.93
361,Cape Coast,GH,2022-11-23 22:51:57,5.1053,-1.2466,79.75,80,3,6.55
362,Novobirilyussy,RU,2022-11-23 22:51:57,56.9514,90.6661,-8.68,88,100,10.09
363,Middelburg,ZA,2022-11-23 22:51:58,-25.7751,29.4648,64.44,63,38,5.84
364,Areka,ET,2022-11-23 22:51:58,7.0667,37.7,63.72,63,99,5.57
365,Alcacer Do Sal,PT,2022-11-23 22:51:59,38.3733,-8.5144,58.8,97,23,3.53
366,Kargasok,RU,2022-11-23 22:51:59,59.0556,80.8572,-8.25,97,100,9.44
367,Simpang,ID,2022-11-23 22:51:59,-1.2667,104.0833,73.2,92,91,2.46
368,Shenjiamen,CN,2022-11-23 22:53:00,29.9576,122.298,60.75,71,14,8.59
369,Coquimbo,CL,2022-11-23 22:53:00,-29.9533,-71.3436,64.13,72,20,10.36
370,Sitka,US,2022-11-23 22:53:01,57.0531,-135.33,38.1,91,100,14.34
371,Touros,BR,2022-11-23 22:53:01,-5.1989,-35.4608,78.78,77,10,13.24
372,Zapolyarnyy,RU,2022-11-23 22:53:02,69.4154,30.8136,9.68,92,74,8.63
373,Ratnagiri,IN,2022-11-23 22:53:02,16.9833,73.3,75.11,57,99,3.83
374,Xining,CN,2022-11-23 22:50:26,36.6167,101.7667,30.76,30,0,2.13
375,Kinshasa,CD,2022-11-23 22:53:03,-4.3246,15.3215,72.43,89,70,1.59
376,Auki,SB,2022-11-23 22:53:03,-8.7676,160.7034,85.8,62,52,3.09
377,Rocha,UY,2022-11-23 22:53:04,-34.4833,-54.3333,63.88,62,3,5.75
378,Erenhot,CN,2022-11-23 22:53:04,43.6475,111.9767,34.68,36,100,12.12
379,Qaqortoq,GL,2022-11-23 22:53:05,60.7167,-46.0333,26.1,71,99,9.64
380,Rincon,US,2022-11-23 22:53:05,32.296,-81.2354,67.96,80,24,5.26
381,Labytnangi,RU,2022-11-23 22:53:05,66.6572,66.4183,-4.72,92,26,3.67
382,Bolobo,CD,2022-11-23 22:53:06,-2.1667,16.2333,74.07,79,61,2.13
383,Wainwright,CA,2022-11-23 22:53:06,52.839,-110.8572,26.8,88,21,9.15
384,Preobrazheniye,RU,2022-11-23 22:53:07,42.9019,133.9064,35.8,69,7,4.74
385,Veliki Preslav,BG,2022-11-23 22:53:07,43.1667,26.8167,50.54,70,100,2.13
386,Namibe,AO,2022-11-23 22:53:08,-15.1961,12.1522,73.54,74,63,4.14
387,Kilcullen,IE,2022-11-23 22:53:08,53.1303,-6.7444,45.18,81,76,18.48
388,Nakamura,JP,2022-11-23 22:53:08,32.9833,132.9333,55.02,79,84,5.37
389,Malakal,SS,2022-11-23 22:53:09,9.5334,31.6605,78.87,31,8,4.29
390,Yarada,IN,2022-11-23 22:53:09,17.65,83.2667,77.32,94,40,2.3
391,Manono,CD,2022-11-23 22:53:10,-7.3,27.4167,65.84,94,91,1.83
392,Pangnirtung,CA,2022-11-23 22:53:10,66.1451,-65.7125,3.2,78,0,3.44
393,Ghelinta,RO,2022-11-23 22:53:11,45.95,26.2333,39.11,94,97,1.41
394,Labuan,MY,2022-11-23 22:53:11,5.2767,115.2417,79.16,94,20,0.0
395,Tokur,RU,2022-11-23 22:53:11,53.1333,132.9,-20.27,100,96,2.66
396,Mesquite,US,2022-11-23 22:53:12,32.7668,-96.5992,57.52,77,100,3.0
397,Mahajanga,MG,2022-11-23 22:53:12,-15.7167,46.3167,77.02,88,40,5.75
398,Ravar,IR,2022-11-23 22:53:13,31.2656,56.8055,54.19,29,22,1.19
399,Korla,CN,2022-11-23 22:53:13,41.7597,86.1469,35.71,39,23,6.44
400,Rio Gallegos,AR,2022-11-23 22:53:13,-51.6226,-69.2181,53.65,26,20,39.12
401,Muli,MV,2022-11-23 22:53:14,2.9167,73.5667,81.3,76,97,16.06
402,Talcahuano,CL,2022-11-23 22:53:14,-36.7167,-73.1167,67.68,64,0,17.27
403,Manacapuru,BR,2022-11-23 22:53:15,-3.2997,-60.6206,77.22,81,94,5.23
404,Lavrentiya,RU,2022-11-23 22:53:15,65.5833,-171.0,14.14,77,67,4.94
405,Hailar,CN,2022-11-23 22:53:16,49.2,119.7,5.16,87,92,7.09
406,Minatitlan,MX,2022-11-23 22:48:48,17.9833,-94.5167,75.04,87,100,6.78
407,Bardiyah,LY,2022-11-23 22:53:16,31.7561,25.0865,62.17,46,3,16.22
408,Dunedin,NZ,2022-11-23 22:53:17,-45.8742,170.5036,49.17,79,97,17.43
409,Cayenne,GF,2022-11-23 22:52:47,4.9333,-52.3333,80.64,83,0,4.61
410,Aykhal,RU,2022-11-23 22:53:17,66.0,111.5,-13.25,99,100,6.35
411,Henties Bay,NA,2022-11-23 22:53:17,-22.116,14.2845,61.47,80,6,8.01
412,Klaksvik,FO,2022-11-23 22:53:18,62.2266,-6.589,49.12,86,100,36.04
413,Saint-Pierre,RE,2022-11-23 22:54:18,-21.3393,55.4781,73.9,68,0,4.61
414,Svetlogorsk,BY,2022-11-23 22:54:19,52.6333,29.7333,12.22,97,99,4.12
415,Toora-Khem,RU,2022-11-23 22:54:19,52.4675,96.11,-4.9,98,88,2.35
416,Zhigansk,RU,2022-11-23 22:54:19,66.7697,123.3711,-39.24,100,94,2.15
417,Kamachumu,TZ,2022-11-23 22:54:20,-1.6186,31.62,61.81,89,68,1.23
418,Prabumulih,ID,2022-11-23 22:54:20,-3.45,104.25,73.72,91,100,1.68
419,Oktyabrskiy,RU,2022-11-23 22:54:21,54.4815,53.471,34.23,99,100,7.74
420,Segezha,RU,2022-11-23 22:54:21,63.7415,34.3222,19.63,70,6,7.9
421,Naze,JP,2022-11-23 22:54:22,28.3667,129.4833,65.32,70,57,9.62
422,Lodwar,KE,2022-11-23 22:54:22,3.1191,35.5973,82.45,44,36,5.82
423,Shizunai,JP,2022-11-23 22:54:22,42.3339,142.3669,44.74,69,100,7.43
424,Fontenay-Le-Comte,FR,2022-11-23 22:54:23,46.5833,-1.0,56.84,78,67,14.27
425,Hay River,CA,2022-11-23 22:54:24,60.8156,-115.7999,22.98,80,75,9.22
426,Kulhudhuffushi,MV,2022-11-23 22:54:24,6.6221,73.07,81.39,71,91,15.9
427,Batemans Bay,AU,2022-11-23 22:54:24,-35.7167,150.1833,65.1,60,2,4.99
428,Sinnamary,GF,2022-11-23 22:54:25,5.3833,-52.95,78.58,85,99,10.42
429,New Ulm,US,2022-11-23 22:54:25,44.3125,-94.4605,43.18,89,34,7.94
430,Woodward,US,2022-11-23 22:54:26,36.4337,-99.3904,52.97,71,0,11.5
431,Saryg-Sep,RU,2022-11-23 22:54:26,51.5,95.6,-10.84,99,91,1.48
432,Elko,US,2022-11-23 22:54:27,41.0002,-115.5012,41.02,83,87,3.27
433,Istok,XK,2022-11-23 22:54:27,42.7808,20.4875,43.3,92,99,1.74
434,Betioky,MG,2022-11-23 22:54:28,-23.7167,44.3833,68.85,75,0,3.09
435,Wladyslawowo,PL,2022-11-23 22:54:28,54.7909,18.4009,33.48,83,100,9.78
436,Mujiayingzi,CN,2022-11-23 22:54:28,42.1167,118.7833,30.69,75,59,2.13
437,Salalah,OM,2022-11-23 22:54:29,17.0151,54.0924,75.51,64,73,3.74
438,Srednekolymsk,RU,2022-11-23 22:54:29,67.45,153.6833,-28.52,100,100,4.09
439,Butia,BR,2022-11-23 22:54:30,-30.1197,-51.9622,65.73,77,50,8.48
440,Basco,PH,2022-11-23 22:54:30,20.4487,121.9702,81.12,80,69,12.12
441,Farmington,US,2022-11-23 22:49:58,36.7281,-108.2187,43.16,29,0,23.02
442,Inuvik,CA,2022-11-23 22:54:31,68.3499,-133.7218,9.36,85,75,3.44
443,Poindimie,NC,2022-11-23 22:54:31,-20.9333,165.3333,83.08,66,44,6.96
444,Nome,US,2022-11-23 22:54:31,64.5011,-165.4064,12.27,85,100,5.75
445,Chakwal,PK,2022-11-23 22:54:31,32.9334,72.8585,55.45,29,25,5.79
446,Acapulco,MX,2022-11-23 22:54:32,16.8634,-99.8901,82.06,75,81,5.82
447,Jerome,US,2022-11-23 22:54:32,42.7241,-114.5186,42.44,56,83,19.15
448,San Policarpo,PH,2022-11-23 22:54:33,12.1791,125.5072,81.88,84,57,15.21
449,Ulladulla,AU,2022-11-23 22:52:50,-35.35,150.4667,64.87,62,0,5.68
450,Atasu,KZ,2022-11-23 22:54:33,48.6814,71.6433,17.17,91,100,6.35
451,Thomasville,US,2022-11-23 22:54:34,35.8826,-80.082,58.6,39,0,5.35
452,Tortoli,IT,2022-11-23 22:54:34,39.9256,9.6572,58.82,72,0,11.5
453,Homer,US,2022-11-23 22:54:34,59.6425,-151.5483,31.8,83,100,4.0
454,High Level,CA,2022-11-23 22:50:15,58.5169,-117.136,33.91,60,40,2.3
455,Moerai,PF,2022-11-23 22:54:35,-22.4333,-151.3333,73.33,75,72,17.81
456,Alexandria,EG,2022-11-23 22:51:00,31.2156,29.9553,61.34,64,77,8.84
457,Diffa,NE,2022-11-23 22:54:35,13.3154,12.6113,70.77,27,54,9.89
458,Kemi,FI,2022-11-23 22:54:36,65.8596,24.8228,22.77,93,100,6.91
459,Ust-Uda,RU,2022-11-23 22:55:36,54.1742,103.0304,8.58,83,99,7.11
460,Baykit,RU,2022-11-23 22:55:36,61.67,96.37,-10.21,98,100,2.48
461,Lasa,IT,2022-11-23 22:55:37,46.6166,10.7002,33.03,91,90,7.29
462,Hoi An,VN,2022-11-23 22:53:03,15.8794,108.335,76.96,92,83,3.56
463,Fort Smith,US,2022-11-23 22:55:25,35.3859,-94.3986,59.04,78,99,11.01
464,Aswan,EG,2022-11-23 22:55:37,24.0934,32.907,70.9,30,0,10.36
465,Farafangana,MG,2022-11-23 22:55:38,-22.8167,47.8333,72.5,90,54,5.68
466,Ahvaz,IR,2022-11-23 22:50:50,31.3203,48.6693,64.35,68,94,2.3
467,Qostanay,KZ,2022-11-23 22:55:38,53.1667,63.5833,16.09,86,40,6.71
468,Hollister,US,2022-11-23 22:51:05,36.8525,-121.4016,73.18,36,0,0.0
469,Beringovskiy,RU,2022-11-23 22:55:39,63.05,179.3167,30.24,93,91,8.08
470,Bilibino,RU,2022-11-23 22:55:39,68.0546,166.4372,-13.67,91,100,5.37
471,Villablino,ES,2022-11-23 22:55:39,42.9393,-6.3194,43.38,92,28,5.17
472,San Quintin,MX,2022-11-23 22:55:40,30.4833,-115.95,65.07,52,0,10.92
473,Vao,NC,2022-11-23 22:55:40,-22.6667,167.4833,74.88,83,74,13.91
474,Keetmanshoop,NA,2022-11-23 22:55:18,-26.5833,18.1333,66.27,39,0,10.71
475,Te Anau,NZ,2022-11-23 22:55:41,-45.4167,167.7167,52.23,61,87,4.36
476,Amahai,ID,2022-11-23 22:55:41,-3.3333,128.9167,81.45,77,100,3.18
477,Manzanillo,CU,2022-11-23 22:55:41,20.3433,-77.1167,79.57,74,67,3.53
478,Port Blair,IN,2022-11-23 22:55:42,11.6667,92.75,79.05,84,100,7.9
479,Los Llanos De Aridane,ES,2022-11-23 22:55:42,28.6585,-17.9182,65.95,90,75,9.22
480,Sneek,NL,2022-11-23 22:55:43,53.033,5.6589,46.94,95,56,17.0
481,Komsomolskiy,UZ,2022-11-23 22:55:43,40.4272,71.7189,38.12,87,73,2.3
482,Vanimo,PG,2022-11-23 22:55:43,-2.6741,141.3028,78.64,87,100,4.94
483,Taltal,CL,2022-11-23 22:55:44,-25.4,-70.4833,65.12,79,25,3.13
484,Gigmoto,PH,2022-11-23 22:55:44,13.7796,124.39,82.08,82,42,10.13
485,Parana,AR,2022-11-23 22:51:01,-31.732,-60.5238,85.5,53,3,7.47
486,Flin Flon,CA,2022-11-23 22:55:45,54.7682,-101.865,35.44,75,75,4.61
487,Mezen,RU,2022-11-23 22:55:45,65.8522,44.24,11.03,96,18,3.06
488,Tshikapa,CD,2022-11-23 22:55:45,-6.4167,20.8,68.74,96,92,1.3
489,Kijang,KR,2022-11-23 22:55:46,35.2442,129.2139,47.93,46,99,4.72
490,Hervey Bay,AU,2022-11-23 22:55:46,-25.2986,152.8535,76.55,38,89,1.61
491,Pisco,PE,2022-11-23 22:55:46,-13.7,-76.2167,71.65,68,0,19.57
492,Regidor,CO,2022-11-23 22:55:47,8.6657,-73.8215,75.83,93,41,3.65
493,Avenal,US,2022-11-23 22:55:47,36.0041,-120.129,62.37,31,26,5.82
494,Sovetskaya Gavan,RU,2022-11-23 22:55:48,48.9723,140.2878,24.26,48,29,5.19
495,Mansa,IN,2022-11-23 22:54:24,29.9833,75.3833,56.73,21,6,5.95
496,North Myrtle Beach,US,2022-11-23 22:52:53,33.816,-78.68,58.35,75,100,6.91
497,Ketchikan,US,2022-11-23 22:55:48,55.3422,-131.6461,44.2,92,100,34.14
498,Luwuk,ID,2022-11-23 22:55:49,-0.9516,122.7875,80.73,74,100,1.12
499,Bay Village,US,2022-11-23 22:55:49,41.4848,-81.9221,49.6,60,0,5.28
500,Belaya Gora,RU,2022-11-23 22:55:50,68.5333,146.4167,-30.53,100,100,2.91
501,Aksarka,RU,2022-11-23 22:55:50,66.5606,67.7975,-0.94,99,91,3.42
502,Maniitsoq,GL,2022-11-23 22:55:50,65.4167,-52.9,29.59,54,36,4.61
503,Ierapetra,GR,2022-11-23 22:55:51,35.01,25.7353,60.15,84,6,3.0
504,San Jose,US,2022-11-23 22:55:06,37.3394,-121.895,71.44,38,40,10.0
505,Dno,RU,2022-11-23 22:56:51,57.8277,29.9637,19.38,99,86,2.44
506,Yerbogachen,RU,2022-11-23 22:56:52,61.2767,108.0108,-7.65,98,100,5.08
507,Lata,PT,2022-11-23 22:56:52,40.1629,-8.3327,56.07,93,84,3.78
508,Kahului,US,2022-11-23 22:55:21,20.8947,-156.47,82.98,69,14,5.01
509,Baruun-Urt,MN,2022-11-23 22:56:53,46.6806,113.2792,22.37,78,100,6.4
510,Zlobin,HR,2022-11-23 22:56:53,45.2924,14.6541,39.58,89,13,3.36
511,Cascas,PE,2022-11-23 22:56:53,-7.4833,-78.8167,66.4,68,34,5.61
512,Khomeyn,IR,2022-11-23 22:56:54,33.6423,50.0789,43.72,35,69,3.67
513,Padang,ID,2022-11-23 22:56:54,-0.9492,100.3543,75.25,87,100,2.64
514,Alice,US,2022-11-23 22:56:54,27.7523,-98.0697,64.54,100,100,3.44
515,Baft,IR,2022-11-23 22:56:55,29.234,56.6057,45.77,53,50,3.47
516,Bubaque,GW,2022-11-23 22:56:55,11.2833,-15.8333,82.74,64,85,8.3
517,Chicama,PE,2022-11-23 22:56:56,-7.8447,-79.1469,66.74,71,29,6.6
518,San Rafael,AR,2022-11-23 22:56:56,-34.6177,-68.3301,87.96,17,15,8.12
519,Manaure,CO,2022-11-23 22:56:56,11.7751,-72.4445,81.25,74,71,8.77
520,Popondetta,PG,2022-11-23 22:56:57,-8.7537,148.2534,89.53,50,3,1.19
521,Tutoia,BR,2022-11-23 22:56:57,-2.7619,-42.2744,79.75,79,100,16.11
522,Gladstone,AU,2022-11-23 22:56:58,-23.85,151.25,82.78,65,100,5.75
523,North Bend,US,2022-11-23 22:56:58,43.4065,-124.2243,61.07,96,55,4.21
524,Maceio,BR,2022-11-23 22:52:07,-9.6658,-35.7353,74.64,88,0,6.91
525,Kikwit,CD,2022-11-23 22:56:58,-5.041,18.8162,69.17,94,27,1.95
526,Perehonivka,UA,2022-11-23 22:56:59,48.5355,30.5192,41.36,84,100,14.7
527,Faya,SA,2022-11-23 22:56:59,18.3851,42.4509,55.51,67,27,4.09
528,Labuhan,ID,2022-11-23 22:57:00,-6.8844,112.2051,79.25,83,96,5.93
529,Anchorage,US,2022-11-23 22:52:18,61.2181,-149.9003,32.65,93,40,8.05
530,Guanica,PR,2022-11-23 22:57:00,17.9716,-66.908,81.95,75,1,11.27
531,Kochevo,RU,2022-11-23 22:57:01,59.5994,54.3125,14.86,88,98,7.4
532,Hobyo,SO,2022-11-23 22:57:01,5.3505,48.5268,78.98,73,1,9.69
533,Bundaberg,AU,2022-11-23 22:57:02,-24.85,152.35,79.21,41,97,1.99
534,Erdenet,MN,2022-11-23 22:57:02,49.0333,104.0833,11.66,87,87,5.68
535,Burnie,AU,2022-11-23 22:57:03,-41.0667,145.9167,58.95,65,99,11.03
536,Abnub,EG,2022-11-23 22:57:03,27.2696,31.1511,59.22,50,0,7.83
537,Lakatoro,VU,2022-11-23 22:57:03,-16.0999,167.4164,84.96,66,88,7.47
538,Menongue,AO,2022-11-23 22:57:04,-14.6585,17.691,62.49,94,93,3.62
539,Flinders,AU,2022-11-23 22:57:04,-34.5833,150.8552,70.18,60,1,5.01
540,Glencoe,ZA,2022-11-23 22:57:05,-28.1783,30.147,61.34,63,0,3.49
541,Aasiaat,GL,2022-11-23 22:57:05,68.7098,-52.8699,15.62,95,99,5.73
542,Magadan,RU,2022-11-23 22:57:06,59.5667,150.8,-1.07,81,16,7.16
543,Zhengjiatun,CN,2022-11-23 22:57:06,43.5064,123.5064,29.08,73,61,4.81
544,Zatoka,UA,2022-11-23 22:57:07,46.0725,30.4654,55.0,95,100,16.67
545,Rizhao,CN,2022-11-23 22:57:07,35.4275,119.4553,51.31,85,64,6.2
546,Dali,CN,2022-11-23 22:57:07,25.7,100.1833,44.64,77,49,1.59
547,Goiatuba,BR,2022-11-23 22:57:08,-18.0125,-49.3547,68.43,85,98,3.06
548,Katherine,AU,2022-11-23 22:57:08,-14.4667,132.2667,80.92,78,40,4.61
549,Elizabeth City,US,2022-11-23 22:57:09,36.2946,-76.2511,54.01,59,0,6.06
550,Maunabo,PR,2022-11-23 22:57:09,18.0072,-65.8993,78.71,91,20,12.41
551,Yiyang,CN,2022-11-23 22:58:09,28.5892,112.3283,57.61,84,97,5.26
